01, 02, 03, 04, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 05, 00, 00, 00, 00, 00, 00, 00, 00
00, 08, 07, 06, 00, 00, 00, 00, 00, 00, 00, 00
00, 09, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 10, 11, 12, 13, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 14, 00, 00, 00, 00, 27, 28, 29
00, 00, 00, 00, 15, 00, 00, 00, 00, 26, 00, 00
00, 00, 00, 00, 16, 00, 00, 00, 00, 25, 00, 00
00, 00, 00, 00, 17, 00, 00, 00, 00, 24, 00, 00
00, 00, 00, 00, 18, 19, 20, 21, 22, 23, 00, 00
00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
